freq,psd_x,psd_y,psd_z,psd_xyz
82.7,7.182e+03,6.695e+04,1.770e+04,9.184e+04
84.3,5.956e+03,7.927e+04,1.194e+04,9.716e+04
85.8,4.212e+03,8.256e+04,8.137e+03,9.491e+04
87.4,2.950e+03,7.797e+04,7.446e+03,8.837e+04
88.9,2.506e+03,7.421e+04,7.891e+03,8.461e+04
90.5,2.193e+03,7.039e+04,7.689e+03,8.027e+04
92.1,1.501e+03,6.799e+04,7.070e+03,7.657e+04
93.6,1.032e+03,6.695e+04,7.073e+03,7.506e+04
95.2,7.322e+02,6.484e+04,8.669e+03,7.424e+04
96.8,8.183e+02,5.863e+04,1.211e+04,7.155e+04
98.3,1.346e+03,4.871e+04,1.617e+04,6.622e+04
99.9,2.666e+03,4.307e+04,2.045e+04,6.619e+04
101.4,4.183e+03,4.484e+04,1.900e+04,6.802e+04
103.0,4.082e+03,4.735e+04,1.230e+04,6.373e+04
104.6,3.952e+03,4.485e+04,1.173e+04,6.053e+04
106.1,5.468e+03,4.294e+04,1.671e+04,6.512e+04
107.7,6.629e+03,5.021e+04,1.643e+04,7.327e+04
109.2,6.323e+03,6.015e+04,1.163e+04,7.810e+04
110.8,4.777e+03,6.296e+04,6.855e+03,7.459e+04
112.4,2.863e+03,5.689e+04,3.176e+03,6.293e+04
113.9,2.306e+03,5.212e+04,1.348e+03,5.578e+04
115.5,3.881e+03,5.050e+04,1.034e+03,5.542e+04
117.0,7.573e+03,4.967e+04,2.031e+03,5.927e+04
118.6,1.064e+04,5.146e+04,3.111e+03,6.521e+04
120.2,1.140e+04,5.413e+04,3.145e+03,6.868e+04
121.7,1.218e+04,5.620e+04,3.121e+03,7.150e+04
123.3,1.259e+04,5.711e+04,3.217e+03,7.291e+04
124.8,1.391e+04,5.665e+04,3.832e+03,7.439e+04
126.4,1.461e+04,5.544e+04,4.288e+03,7.434e+04
128.0,1.485e+04,5.616e+04,4.289e+03,7.530e+04
129.5,1.561e+04,5.626e+04,4.436e+03,7.630e+04
131.1,1.624e+04,5.142e+04,4.862e+03,7.252e+04
132.6,1.557e+04,3.281e+04,4.834e+03,5.321e+04
134.2,1.432e+04,8.144e+03,4.281e+03,2.674e+04
135.8,1.443e+04,4.034e+03,4.145e+03,2.261e+04
137.3,1.506e+04,3.866e+03,4.352e+03,2.328e+04
138.9,1.580e+04,3.416e+03,4.790e+03,2.401e+04
140.4,1.681e+04,3.744e+03,5.187e+03,2.574e+04
142.0,1.842e+04,4.214e+03,5.632e+03,2.827e+04
143.6,2.042e+04,4.919e+03,6.659e+03,3.199e+04
145.1,2.115e+04,5.853e+03,7.569e+03,3.458e+04
146.7,2.180e+04,6.305e+03,8.603e+03,3.670e+04
148.2,2.138e+04,5.859e+03,9.475e+03,3.672e+04
149.8,1.957e+04,4.694e+03,9.867e+03,3.413e+04
151.4,1.759e+04,3.397e+03,9.632e+03,3.062e+04
152.9,1.602e+04,2.062e+03,9.004e+03,2.709e+04
154.5,1.447e+04,9.263e+02,8.268e+03,2.366e+04
156.1,1.307e+04,7.045e+02,7.542e+03,2.131e+04
157.6,1.217e+04,1.355e+03,7.152e+03,2.068e+04
159.2,1.242e+04,2.445e+03,7.632e+03,2.249e+04
160.7,1.164e+04,3.302e+03,7.359e+03,2.230e+04
162.3,9.223e+03,3.916e+03,6.124e+03,1.926e+04
163.9,7.092e+03,3.400e+03,4.782e+03,1.527e+04
165.4,6.736e+03,3.000e+03,4.496e+03,1.423e+04
167.0,7.797e+03,3.892e+03,5.380e+03,1.707e+04
168.5,7.688e+03,4.468e+03,5.533e+03,1.769e+04
170.1,6.541e+03,4.007e+03,4.838e+03,1.539e+04
171.7,4.904e+03,3.248e+03,3.737e+03,1.189e+04
173.2,4.762e+03,3.210e+03,3.507e+03,1.148e+04
174.8,6.303e+03,3.395e+03,4.087e+03,1.378e+04
176.3,7.748e+03,3.570e+03,4.678e+03,1.600e+04
177.9,8.066e+03,4.149e+03,4.907e+03,1.712e+04
179.5,7.986e+03,4.884e+03,5.023e+03,1.789e+04
181.0,7.122e+03,5.122e+03,4.624e+03,1.687e+04
182.6,5.747e+03,5.085e+03,4.136e+03,1.497e+04
184.1,4.511e+03,5.345e+03,3.850e+03,1.371e+04
185.7,3.502e+03,5.049e+03,3.180e+03,1.173e+04
187.3,2.834e+03,5.302e+03,2.607e+03,1.074e+04
188.8,2.483e+03,5.897e+03,2.232e+03,1.061e+04
190.4,2.290e+03,6.499e+03,1.867e+03,1.066e+04
191.9,2.391e+03,7.060e+03,1.745e+03,1.120e+04
193.5,2.335e+03,7.899e+03,1.564e+03,1.180e+04
195.1,2.449e+03,8.973e+03,1.418e+03,1.284e+04
196.6,2.209e+03,8.562e+03,1.258e+03,1.203e+04
198.2,1.992e+03,7.584e+03,1.206e+03,1.078e+04
199.7,1.651e+03,6.298e+03,1.163e+03,9.112e+03
