freq,psd_x,psd_y,psd_z,psd_xyz
126.0,8.299e+03,5.402e+04,2.083e+03,6.441e+04
127.6,9.540e+03,4.868e+04,2.453e+03,6.068e+04
129.1,9.862e+03,4.349e+04,2.601e+03,5.595e+04
130.7,1.056e+04,3.905e+04,3.032e+03,5.264e+04
132.2,1.068e+04,2.978e+04,3.334e+03,4.379e+04
133.8,9.725e+03,9.744e+03,3.295e+03,2.276e+04
135.3,9.752e+03,3.242e+03,3.373e+03,1.637e+04
136.9,1.053e+04,3.051e+03,3.638e+03,1.722e+04
138.4,1.162e+04,2.472e+03,3.975e+03,1.806e+04
140.0,1.396e+04,1.659e+03,4.930e+03,2.055e+04
141.6,1.788e+04,1.346e+03,6.597e+03,2.582e+04
143.1,2.069e+04,1.734e+03,8.028e+03,3.045e+04
144.7,2.007e+04,2.763e+03,8.084e+03,3.092e+04
146.2,1.726e+04,4.330e+03,7.331e+03,2.892e+04
147.8,1.423e+04,5.888e+03,6.573e+03,2.669e+04
149.3,1.140e+04,6.289e+03,5.825e+03,2.351e+04
150.9,1.043e+04,5.810e+03,5.582e+03,2.182e+04
152.4,1.045e+04,5.328e+03,5.889e+03,2.166e+04
154.0,9.576e+03,4.615e+03,5.785e+03,1.998e+04
155.5,7.942e+03,3.352e+03,4.928e+03,1.622e+04
157.1,6.622e+03,2.245e+03,4.197e+03,1.306e+04
158.7,5.791e+03,1.469e+03,3.741e+03,1.100e+04
160.2,5.015e+03,1.011e+03,3.330e+03,9.357e+03
161.8,4.210e+03,9.947e+02,2.845e+03,8.050e+03
163.3,3.425e+03,1.872e+03,2.351e+03,7.648e+03
164.9,3.663e+03,3.129e+03,2.539e+03,9.331e+03
166.4,3.854e+03,4.140e+03,2.739e+03,1.073e+04
168.0,4.038e+03,4.814e+03,2.955e+03,1.181e+04
169.5,4.296e+03,5.342e+03,3.180e+03,1.282e+04
171.1,3.655e+03,5.175e+03,2.830e+03,1.166e+04
172.7,3.345e+03,4.863e+03,2.655e+03,1.086e+04
174.2,3.331e+03,4.680e+03,2.597e+03,1.061e+04
175.8,3.115e+03,4.599e+03,2.477e+03,1.019e+04
177.3,2.757e+03,4.543e+03,2.281e+03,9.581e+03
178.9,2.359e+03,4.722e+03,1.997e+03,9.078e+03
180.4,1.978e+03,4.662e+03,1.755e+03,8.395e+03
182.0,1.743e+03,4.065e+03,1.569e+03,7.377e+03
183.5,1.596e+03,3.492e+03,1.430e+03,6.517e+03
185.1,1.590e+03,3.326e+03,1.476e+03,6.392e+03
186.7,1.612e+03,3.262e+03,1.545e+03,6.419e+03
188.2,1.417e+03,2.997e+03,1.405e+03,5.819e+03
189.8,1.229e+03,2.925e+03,1.307e+03,5.461e+03
191.3,1.171e+03,3.159e+03,1.366e+03,5.696e+03
192.9,1.139e+03,3.549e+03,1.399e+03,6.087e+03
194.4,1.037e+03,4.158e+03,1.304e+03,6.499e+03
196.0,8.544e+02,4.464e+03,1.008e+03,6.326e+03
197.5,7.755e+02,4.292e+03,6.835e+02,5.751e+03
199.1,8.698e+02,3.889e+03,5.086e+02,5.267e+03
