freq,psd_x,psd_y,psd_z,psd_xyz
114.0,1.025e+04,4.296e+04,5.338e+03,5.855e+04
115.5,1.172e+04,5.522e+04,7.162e+03,7.410e+04
117.1,1.263e+04,6.868e+04,8.600e+03,8.991e+04
118.7,1.451e+04,7.614e+04,1.031e+04,1.010e+05
120.2,1.705e+04,7.707e+04,1.186e+04,1.060e+05
121.8,1.927e+04,7.538e+04,1.307e+04,1.077e+05
123.3,2.104e+04,7.425e+04,1.483e+04,1.101e+05
124.9,2.325e+04,7.896e+04,1.733e+04,1.195e+05
126.5,2.689e+04,8.618e+04,1.914e+04,1.322e+05
128.0,3.251e+04,9.694e+04,2.247e+04,1.519e+05
129.6,3.848e+04,1.073e+05,2.844e+04,1.742e+05
131.2,4.483e+04,1.133e+05,3.394e+04,1.921e+05
132.7,4.802e+04,9.545e+04,3.029e+04,1.738e+05
134.3,5.117e+04,6.743e+04,2.344e+04,1.420e+05
135.8,5.948e+04,6.356e+04,2.652e+04,1.496e+05
137.4,6.848e+04,6.417e+04,3.088e+04,1.635e+05
139.0,7.855e+04,6.345e+04,3.618e+04,1.782e+05
140.5,8.923e+04,6.212e+04,4.157e+04,1.929e+05
142.1,9.788e+04,6.121e+04,4.630e+04,2.054e+05
143.6,1.063e+05,6.325e+04,5.273e+04,2.223e+05
145.2,1.169e+05,6.720e+04,6.217e+04,2.462e+05
146.8,1.271e+05,6.683e+04,7.194e+04,2.659e+05
148.3,1.396e+05,6.624e+04,8.271e+04,2.886e+05
149.9,1.522e+05,6.577e+04,9.240e+04,3.104e+05
151.5,1.650e+05,6.732e+04,1.022e+05,3.345e+05
153.0,1.782e+05,6.826e+04,1.113e+05,3.578e+05
154.6,2.073e+05,7.524e+04,1.293e+05,4.119e+05
156.1,2.378e+05,8.324e+04,1.515e+05,4.726e+05
157.7,2.633e+05,8.993e+04,1.690e+05,5.222e+05
159.3,2.832e+05,9.353e+04,1.800e+05,5.567e+05
160.8,2.976e+05,9.650e+04,1.879e+05,5.820e+05
162.4,2.911e+05,9.266e+04,1.838e+05,5.675e+05
163.9,2.594e+05,8.288e+04,1.640e+05,5.062e+05
165.5,2.119e+05,7.011e+04,1.360e+05,4.180e+05
167.1,1.609e+05,5.925e+04,1.062e+05,3.263e+05
168.6,1.117e+05,4.792e+04,7.876e+04,2.384e+05
170.2,8.289e+04,4.080e+04,6.181e+04,1.855e+05
171.7,6.234e+04,3.469e+04,4.791e+04,1.449e+05
173.3,5.717e+04,3.409e+04,4.473e+04,1.360e+05
174.9,5.977e+04,3.687e+04,4.715e+04,1.438e+05
176.4,5.243e+04,3.301e+04,4.146e+04,1.269e+05
178.0,4.078e+04,2.597e+04,3.169e+04,9.844e+04
179.6,3.159e+04,2.022e+04,2.384e+04,7.565e+04
181.1,2.491e+04,1.626e+04,1.856e+04,5.973e+04
182.7,1.952e+04,1.385e+04,1.477e+04,4.814e+04
184.2,1.677e+04,1.272e+04,1.294e+04,4.243e+04
185.8,1.459e+04,1.158e+04,1.153e+04,3.771e+04
187.4,1.335e+04,1.090e+04,1.077e+04,3.502e+04
188.9,1.291e+04,1.067e+04,1.067e+04,3.425e+04
190.5,1.316e+04,1.071e+04,1.089e+04,3.476e+04
192.0,1.371e+04,1.084e+04,1.107e+04,3.562e+04
193.6,1.481e+04,1.063e+04,1.104e+04,3.648e+04
195.2,1.577e+04,1.042e+04,1.094e+04,3.713e+04
196.7,1.595e+04,1.000e+04,1.078e+04,3.674e+04
198.3,1.544e+04,9.107e+03,1.032e+04,3.487e+04
199.9,1.421e+04,8.213e+03,9.576e+03,3.200e+04
