freq,psd_x,psd_y,psd_z,psd_xyz
49.8,5.062e+05,2.036e+04,1.767e+04,5.442e+05
51.4,7.354e+05,3.859e+04,1.882e+04,7.928e+05
52.9,1.098e+06,7.316e+04,2.037e+04,1.191e+06
54.5,1.540e+06,1.253e+05,2.566e+04,1.691e+06
56.0,1.775e+06,1.673e+05,3.285e+04,1.975e+06
57.6,1.703e+06,1.635e+05,3.378e+04,1.900e+06
59.1,1.355e+06,1.355e+05,2.848e+04,1.519e+06
60.7,8.305e+05,9.374e+04,2.208e+04,9.463e+05
62.2,5.051e+05,6.563e+04,1.835e+04,5.891e+05
63.8,3.332e+05,4.708e+04,1.426e+04,3.945e+05
65.4,2.391e+05,3.737e+04,1.133e+04,2.878e+05
66.9,2.164e+05,3.699e+04,1.166e+04,2.650e+05
68.5,2.196e+05,4.340e+04,1.352e+04,2.765e+05
70.0,2.084e+05,4.883e+04,1.468e+04,2.719e+05
71.6,1.847e+05,5.016e+04,1.398e+04,2.489e+05
73.1,1.612e+05,4.987e+04,1.285e+04,2.239e+05
74.7,1.360e+05,4.659e+04,1.177e+04,1.944e+05
76.3,1.131e+05,4.144e+04,1.022e+04,1.648e+05
77.8,9.690e+04,3.526e+04,7.715e+03,1.399e+05
79.4,8.916e+04,3.871e+04,5.426e+03,1.333e+05
80.9,8.661e+04,5.444e+04,6.296e+03,1.473e+05
82.5,7.824e+04,6.028e+04,8.536e+03,1.471e+05
84.0,7.023e+04,5.373e+04,1.040e+04,1.344e+05
85.6,6.399e+04,4.470e+04,1.090e+04,1.196e+05
87.1,5.832e+04,3.625e+04,9.489e+03,1.041e+05
88.7,5.102e+04,2.995e+04,7.178e+03,8.815e+04
90.3,4.389e+04,2.655e+04,4.914e+03,7.536e+04
91.8,3.679e+04,2.592e+04,3.830e+03,6.654e+04
93.4,3.127e+04,2.459e+04,3.833e+03,5.969e+04
94.9,2.823e+04,2.138e+04,4.514e+03,5.412e+04
96.5,2.586e+04,1.718e+04,4.770e+03,4.781e+04
98.0,2.160e+04,1.373e+04,4.288e+03,3.962e+04
99.6,1.704e+04,1.145e+04,3.202e+03,3.169e+04
101.2,1.379e+04,1.082e+04,2.268e+03,2.688e+04
102.7,1.135e+04,1.169e+04,2.859e+03,2.590e+04
104.3,9.633e+03,1.192e+04,2.916e+03,2.447e+04
105.8,8.102e+03,1.224e+04,2.433e+03,2.278e+04
107.4,7.530e+03,1.279e+04,2.459e+03,2.277e+04
108.9,7.568e+03,1.248e+04,1.922e+03,2.197e+04
110.5,6.915e+03,1.390e+04,1.781e+03,2.260e+04
112.0,5.699e+03,1.401e+04,2.149e+03,2.186e+04
113.6,4.581e+03,1.388e+04,3.230e+03,2.169e+04
115.2,4.185e+03,1.657e+04,4.232e+03,2.499e+04
116.7,3.554e+03,2.347e+04,5.081e+03,3.211e+04
118.3,3.964e+03,3.428e+04,6.444e+03,4.469e+04
119.8,6.654e+03,4.745e+04,8.419e+03,6.252e+04
121.4,9.937e+03,5.580e+04,1.028e+04,7.601e+04
122.9,1.289e+04,5.946e+04,1.195e+04,8.431e+04
124.5,1.560e+04,5.908e+04,1.314e+04,8.782e+04
126.0,1.929e+04,6.343e+04,1.549e+04,9.821e+04
127.6,2.305e+04,6.752e+04,1.682e+04,1.074e+05
129.2,2.537e+04,6.718e+04,1.697e+04,1.095e+05
130.7,2.653e+04,6.426e+04,1.657e+04,1.074e+05
132.3,2.962e+04,5.281e+04,1.512e+04,9.755e+04
133.8,3.522e+04,4.103e+04,1.493e+04,9.118e+04
135.4,4.404e+04,3.940e+04,1.815e+04,1.016e+05
136.9,5.481e+04,4.156e+04,2.362e+04,1.200e+05
138.5,6.606e+04,4.225e+04,2.938e+04,1.377e+05
140.1,7.883e+04,4.259e+04,3.640e+04,1.578e+05
141.6,9.317e+04,4.332e+04,4.466e+04,1.812e+05
143.2,1.095e+05,4.465e+04,5.400e+04,2.082e+05
144.7,1.241e+05,4.744e+04,6.391e+04,2.355e+05
146.3,1.361e+05,4.927e+04,7.311e+04,2.585e+05
147.8,1.487e+05,4.799e+04,8.268e+04,2.794e+05
149.4,1.573e+05,4.568e+04,9.040e+04,2.934e+05
150.9,1.666e+05,4.615e+04,9.788e+04,3.106e+05
152.5,1.802e+05,5.042e+04,1.075e+05,3.381e+05
154.1,2.023e+05,6.049e+04,1.232e+05,3.860e+05
155.6,2.319e+05,7.263e+04,1.409e+05,4.454e+05
157.2,2.533e+05,8.161e+04,1.526e+05,4.876e+05
158.7,2.683e+05,8.813e+04,1.617e+05,5.181e+05
160.3,2.586e+05,8.620e+04,1.547e+05,4.994e+05
161.8,2.436e+05,8.142e+04,1.459e+05,4.709e+05
163.4,2.143e+05,7.407e+04,1.304e+05,4.188e+05
165.0,1.874e+05,6.689e+04,1.157e+05,3.700e+05
166.5,1.560e+05,5.693e+04,9.743e+04,3.104e+05
168.1,1.187e+05,4.695e+04,7.798e+04,2.436e+05
169.6,9.087e+04,4.032e+04,6.354e+04,1.947e+05
171.2,7.314e+04,3.653e+04,5.357e+04,1.632e+05
172.7,6.675e+04,3.533e+04,5.030e+04,1.524e+05
174.3,6.141e+04,3.485e+04,4.761e+04,1.439e+05
175.8,5.271e+04,3.206e+04,4.216e+04,1.269e+05
177.4,4.443e+04,2.830e+04,3.658e+04,1.093e+05
179.0,3.442e+04,2.328e+04,2.882e+04,8.652e+04
180.5,2.908e+04,1.954e+04,2.388e+04,7.250e+04
182.1,2.640e+04,1.687e+04,2.055e+04,6.381e+04
183.6,2.397e+04,1.441e+04,1.776e+04,5.613e+04
185.2,2.146e+04,1.290e+04,1.549e+04,4.986e+04
186.7,1.858e+04,1.149e+04,1.335e+04,4.342e+04
188.3,1.606e+04,1.015e+04,1.135e+04,3.755e+04
189.9,1.395e+04,8.804e+03,9.620e+03,3.238e+04
191.4,1.222e+04,7.816e+03,8.289e+03,2.832e+04
193.0,1.148e+04,6.893e+03,7.435e+03,2.581e+04
194.5,1.112e+04,5.784e+03,6.602e+03,2.350e+04
196.1,9.666e+03,4.841e+03,5.541e+03,2.005e+04
197.6,8.500e+03,4.345e+03,4.828e+03,1.767e+04
199.2,7.978e+03,4.116e+03,4.403e+03,1.650e+04
