freq,psd_x,psd_y,psd_z,psd_xyz
58.9,1.290e+06,9.868e+04,2.179e+04,1.410e+06
60.5,8.252e+05,7.504e+04,1.712e+04,9.173e+05
62.0,4.921e+05,6.384e+04,1.638e+04,5.723e+05
63.6,3.165e+05,5.494e+04,1.771e+04,3.892e+05
65.1,2.754e+05,5.094e+04,1.846e+04,3.448e+05
66.7,2.858e+05,5.227e+04,1.927e+04,3.573e+05
68.2,2.816e+05,5.493e+04,1.965e+04,3.562e+05
69.8,2.580e+05,5.772e+04,2.010e+04,3.358e+05
71.3,2.192e+05,5.635e+04,1.907e+04,2.947e+05
72.9,1.860e+05,5.369e+04,1.716e+04,2.568e+05
74.4,1.555e+05,4.994e+04,1.496e+04,2.204e+05
76.0,1.277e+05,4.483e+04,1.300e+04,1.856e+05
77.5,1.059e+05,3.807e+04,1.076e+04,1.547e+05
79.1,9.399e+04,4.052e+04,8.497e+03,1.430e+05
80.6,8.899e+04,5.706e+04,1.026e+04,1.563e+05
82.2,7.990e+04,6.495e+04,1.269e+04,1.575e+05
83.7,7.166e+04,5.951e+04,1.327e+04,1.444e+05
85.3,6.677e+04,4.777e+04,1.217e+04,1.267e+05
86.8,6.122e+04,3.655e+04,9.992e+03,1.078e+05
88.4,5.565e+04,3.174e+04,7.582e+03,9.498e+04
89.9,4.954e+04,3.131e+04,5.740e+03,8.659e+04
91.5,4.313e+04,3.042e+04,4.920e+03,7.847e+04
93.0,3.813e+04,2.715e+04,4.610e+03,6.989e+04
94.6,3.428e+04,2.209e+04,4.077e+03,6.044e+04
96.1,3.077e+04,1.616e+04,3.494e+03,5.043e+04
97.7,2.612e+04,1.196e+04,2.706e+03,4.079e+04
99.2,2.129e+04,9.740e+03,2.058e+03,3.309e+04
100.8,1.726e+04,9.003e+03,1.783e+03,2.804e+04
102.3,1.413e+04,8.670e+03,1.954e+03,2.475e+04
103.9,1.211e+04,7.472e+03,2.098e+03,2.168e+04
105.4,9.270e+03,5.798e+03,1.862e+03,1.693e+04
107.0,7.527e+03,4.637e+03,1.635e+03,1.380e+04
108.5,6.560e+03,4.149e+03,1.294e+03,1.200e+04
110.1,5.553e+03,3.989e+03,1.218e+03,1.076e+04
111.6,5.125e+03,4.807e+03,1.529e+03,1.146e+04
113.2,4.925e+03,9.478e+03,1.833e+03,1.624e+04
114.7,5.302e+03,1.938e+04,2.891e+03,2.757e+04
116.3,5.618e+03,2.877e+04,3.901e+03,3.829e+04
117.8,6.364e+03,3.720e+04,5.038e+03,4.860e+04
119.4,7.902e+03,4.338e+04,6.730e+03,5.801e+04
120.9,9.419e+03,4.572e+04,8.538e+03,6.368e+04
122.5,1.223e+04,5.207e+04,1.288e+04,7.718e+04
124.0,1.511e+04,6.354e+04,1.820e+04,9.685e+04
125.6,1.656e+04,6.522e+04,1.947e+04,1.012e+05
127.1,1.698e+04,5.887e+04,1.654e+04,9.239e+04
128.7,1.798e+04,6.018e+04,1.618e+04,9.434e+04
130.2,2.002e+04,6.537e+04,1.758e+04,1.030e+05
131.8,2.243e+04,6.931e+04,1.738e+04,1.091e+05
133.3,2.471e+04,5.923e+04,1.362e+04,9.756e+04
134.9,2.870e+04,5.710e+04,1.320e+04,9.900e+04
136.4,3.571e+04,6.850e+04,1.687e+04,1.211e+05
138.0,4.543e+04,7.888e+04,2.087e+04,1.452e+05
139.5,5.573e+04,8.197e+04,2.563e+04,1.633e+05
141.1,6.883e+04,8.716e+04,3.146e+04,1.874e+05
142.6,8.398e+04,9.399e+04,3.817e+04,2.161e+05
144.2,9.907e+04,9.781e+04,4.622e+04,2.431e+05
145.8,1.115e+05,9.732e+04,5.399e+04,2.628e+05
147.3,1.184e+05,9.330e+04,6.043e+04,2.722e+05
148.9,1.233e+05,8.469e+04,6.546e+04,2.734e+05
150.4,1.299e+05,7.549e+04,7.036e+04,2.757e+05
152.0,1.388e+05,6.835e+04,7.637e+04,2.835e+05
153.5,1.536e+05,6.503e+04,8.517e+04,3.038e+05
155.1,1.732e+05,6.515e+04,9.869e+04,3.370e+05
156.6,1.985e+05,6.475e+04,1.145e+05,3.778e+05
158.2,2.331e+05,6.720e+04,1.348e+05,4.351e+05
159.7,2.771e+05,7.479e+04,1.628e+05,5.147e+05
161.3,3.268e+05,8.294e+04,1.921e+05,6.018e+05
162.8,3.752e+05,9.053e+04,2.208e+05,6.865e+05
164.4,4.114e+05,9.500e+04,2.390e+05,7.454e+05
165.9,4.229e+05,9.194e+04,2.421e+05,7.570e+05
167.5,3.944e+05,8.432e+04,2.212e+05,7.000e+05
169.0,3.279e+05,7.509e+04,1.885e+05,5.915e+05
170.6,2.528e+05,6.355e+04,1.512e+05,4.675e+05
172.1,2.246e+05,6.244e+04,1.405e+05,4.276e+05
173.7,2.381e+05,7.177e+04,1.552e+05,4.650e+05
175.2,1.877e+05,6.189e+04,1.285e+05,3.781e+05
176.8,1.337e+05,4.956e+04,9.704e+04,2.803e+05
178.3,8.418e+04,3.718e+04,6.648e+04,1.878e+05
179.9,5.316e+04,2.773e+04,4.569e+04,1.266e+05
181.4,4.161e+04,2.180e+04,3.493e+04,9.834e+04
183.0,3.630e+04,1.802e+04,2.903e+04,8.335e+04
184.5,3.040e+04,1.398e+04,2.271e+04,6.709e+04
186.1,2.586e+04,1.098e+04,1.828e+04,5.512e+04
187.6,2.048e+04,8.302e+03,1.394e+04,4.273e+04
189.2,1.595e+04,6.059e+03,1.064e+04,3.265e+04
190.7,1.333e+04,4.659e+03,8.590e+03,2.658e+04
192.3,1.168e+04,3.935e+03,7.591e+03,2.320e+04
193.8,1.207e+04,3.677e+03,7.313e+03,2.306e+04
195.4,1.363e+04,3.612e+03,7.603e+03,2.485e+04
196.9,1.433e+04,3.796e+03,7.990e+03,2.612e+04
198.5,1.547e+04,4.148e+03,8.524e+03,2.814e+04
