freq,psd_x,psd_y,psd_z,psd_xyz
77.8,1.050e+05,3.822e+04,8.284e+03,1.515e+05
79.4,9.647e+04,4.102e+04,6.169e+03,1.437e+05
80.9,9.586e+04,5.425e+04,6.183e+03,1.563e+05
82.5,8.818e+04,5.940e+04,7.761e+03,1.553e+05
84.0,7.895e+04,5.197e+04,8.909e+03,1.398e+05
85.6,7.084e+04,4.067e+04,9.134e+03,1.207e+05
87.2,6.306e+04,3.206e+04,7.911e+03,1.030e+05
88.7,5.536e+04,2.772e+04,6.026e+03,8.911e+04
90.3,4.790e+04,2.819e+04,4.501e+03,8.059e+04
91.8,4.127e+04,3.059e+04,3.919e+03,7.577e+04
93.4,3.622e+04,3.005e+04,4.286e+03,7.055e+04
94.9,3.322e+04,2.537e+04,5.022e+03,6.361e+04
96.5,3.005e+04,2.009e+04,5.042e+03,5.519e+04
98.1,2.547e+04,1.653e+04,4.318e+03,4.632e+04
99.6,2.073e+04,1.502e+04,3.531e+03,3.928e+04
101.2,1.720e+04,1.706e+04,3.491e+03,3.775e+04
102.7,1.444e+04,1.810e+04,3.927e+03,3.646e+04
104.3,1.244e+04,1.772e+04,3.776e+03,3.394e+04
105.8,1.076e+04,1.998e+04,3.741e+03,3.448e+04
107.4,1.047e+04,2.124e+04,4.073e+03,3.578e+04
108.9,1.013e+04,2.091e+04,3.419e+03,3.446e+04
110.5,8.898e+03,2.415e+04,3.582e+03,3.663e+04
112.1,8.218e+03,2.561e+04,4.135e+03,3.796e+04
113.6,8.006e+03,2.630e+04,5.082e+03,3.939e+04
115.2,7.918e+03,3.477e+04,6.946e+03,4.963e+04
116.7,7.472e+03,4.782e+04,9.117e+03,6.441e+04
118.3,8.014e+03,5.917e+04,1.086e+04,7.804e+04
119.8,1.027e+04,6.808e+04,1.236e+04,9.071e+04
121.4,1.319e+04,7.470e+04,1.417e+04,1.021e+05
123.0,1.617e+04,8.094e+04,1.763e+04,1.147e+05
124.5,1.940e+04,9.164e+04,2.391e+04,1.349e+05
126.1,2.340e+04,9.660e+04,2.874e+04,1.487e+05
127.6,2.738e+04,8.696e+04,2.572e+04,1.401e+05
129.2,2.931e+04,7.654e+04,2.250e+04,1.284e+05
130.7,3.026e+04,7.546e+04,2.391e+04,1.296e+05
132.3,3.459e+04,7.068e+04,2.618e+04,1.314e+05
133.8,4.170e+04,4.401e+04,2.045e+04,1.062e+05
135.4,5.046e+04,3.568e+04,2.135e+04,1.075e+05
137.0,6.055e+04,3.609e+04,2.629e+04,1.229e+05
138.5,7.250e+04,3.754e+04,3.265e+04,1.427e+05
140.1,8.552e+04,3.970e+04,3.987e+04,1.651e+05
141.6,9.960e+04,4.177e+04,4.817e+04,1.895e+05
143.2,1.151e+05,4.433e+04,5.725e+04,2.166e+05
144.7,1.304e+05,4.814e+04,6.724e+04,2.458e+05
146.3,1.437e+05,5.025e+04,7.679e+04,2.708e+05
147.9,1.512e+05,5.006e+04,8.385e+04,2.851e+05
149.4,1.548e+05,4.722e+04,8.826e+04,2.902e+05
151.0,1.639e+05,4.694e+04,9.499e+04,3.058e+05
152.5,1.795e+05,5.011e+04,1.049e+05,3.345e+05
154.1,2.031e+05,5.913e+04,1.195e+05,3.817e+05
155.6,2.305e+05,6.754e+04,1.351e+05,4.331e+05
157.2,2.455e+05,7.230e+04,1.435e+05,4.613e+05
158.8,2.500e+05,7.733e+04,1.471e+05,4.744e+05
160.3,2.395e+05,7.635e+04,1.416e+05,4.575e+05
161.9,2.240e+05,7.344e+04,1.343e+05,4.317e+05
163.4,1.871e+05,6.237e+04,1.132e+05,3.627e+05
165.0,1.502e+05,5.159e+04,9.158e+04,2.934e+05
166.5,1.152e+05,4.202e+04,7.222e+04,2.294e+05
168.1,8.570e+04,3.464e+04,5.663e+04,1.770e+05
169.6,6.718e+04,3.041e+04,4.715e+04,1.447e+05
171.2,5.458e+04,2.835e+04,4.020e+04,1.231e+05
172.8,5.158e+04,2.826e+04,3.887e+04,1.187e+05
174.3,4.846e+04,2.805e+04,3.740e+04,1.139e+05
175.9,4.298e+04,2.691e+04,3.439e+04,1.043e+05
177.4,3.784e+04,2.440e+04,3.026e+04,9.249e+04
179.0,3.223e+04,2.112e+04,2.536e+04,7.871e+04
180.5,2.974e+04,1.939e+04,2.275e+04,7.188e+04
182.1,2.646e+04,1.650e+04,1.944e+04,6.240e+04
183.7,2.333e+04,1.460e+04,1.681e+04,5.474e+04
185.2,2.012e+04,1.263e+04,1.427e+04,4.703e+04
186.8,1.751e+04,1.088e+04,1.231e+04,4.069e+04
188.3,1.526e+04,9.124e+03,1.055e+04,3.493e+04
189.9,1.248e+04,7.162e+03,8.476e+03,2.812e+04
191.4,1.025e+04,5.697e+03,6.899e+03,2.285e+04
193.0,9.503e+03,5.115e+03,6.112e+03,2.073e+04
194.5,9.789e+03,4.867e+03,5.747e+03,2.040e+04
196.1,9.285e+03,4.544e+03,5.283e+03,1.911e+04
197.7,8.937e+03,4.486e+03,4.997e+03,1.842e+04
199.2,8.712e+03,4.322e+03,4.713e+03,1.775e+04
