freq,psd_x,psd_y,psd_z,psd_xyz
177.4,2.383e+03,4.303e+03,1.949e+03,8.635e+03
179.0,1.941e+03,4.514e+03,1.650e+03,8.105e+03
180.5,1.730e+03,4.618e+03,1.469e+03,7.818e+03
182.1,1.603e+03,4.336e+03,1.465e+03,7.403e+03
183.6,1.711e+03,3.993e+03,1.666e+03,7.370e+03
185.2,1.695e+03,3.775e+03,1.744e+03,7.214e+03
186.8,1.514e+03,3.621e+03,1.674e+03,6.809e+03
188.3,1.338e+03,3.485e+03,1.596e+03,6.419e+03
189.9,1.221e+03,3.483e+03,1.591e+03,6.294e+03
191.4,1.167e+03,3.494e+03,1.592e+03,6.252e+03
193.0,1.083e+03,3.472e+03,1.469e+03,6.023e+03
194.5,1.089e+03,3.842e+03,1.412e+03,6.343e+03
196.1,1.078e+03,4.248e+03,1.346e+03,6.672e+03
197.6,1.074e+03,4.058e+03,1.059e+03,6.191e+03
199.2,1.028e+03,3.572e+03,7.368e+02,5.337e+03
