freq,psd_x,psd_y,psd_z,psd_xyz
116.2,1.971e+03,5.910e+04,2.573e+03,6.365e+04
117.8,2.587e+03,5.296e+04,2.179e+03,5.773e+04
119.3,2.839e+03,4.566e+04,1.719e+03,5.021e+04
120.9,2.865e+03,4.139e+04,1.222e+03,4.548e+04
122.4,3.467e+03,4.172e+04,1.044e+03,4.623e+04
124.0,5.134e+03,5.318e+04,1.365e+03,5.968e+04
125.5,6.156e+03,5.480e+04,1.629e+03,6.258e+04
127.1,6.264e+03,5.171e+04,1.532e+03,5.951e+04
128.6,6.193e+03,5.466e+04,1.329e+03,6.218e+04
130.2,6.456e+03,5.593e+04,1.274e+03,6.366e+04
131.7,6.810e+03,4.465e+04,1.534e+03,5.300e+04
133.3,7.415e+03,1.958e+04,1.733e+03,2.873e+04
134.8,8.740e+03,5.977e+03,2.132e+03,1.685e+04
136.4,1.089e+04,4.340e+03,2.894e+03,1.812e+04
137.9,1.500e+04,3.069e+03,4.588e+03,2.265e+04
139.5,1.904e+04,2.331e+03,6.742e+03,2.812e+04
141.0,2.115e+04,2.430e+03,8.267e+03,3.184e+04
142.6,2.111e+04,2.716e+03,8.754e+03,3.258e+04
144.1,2.145e+04,3.256e+03,9.133e+03,3.383e+04
145.7,2.215e+04,4.178e+03,9.747e+03,3.608e+04
147.2,2.221e+04,5.953e+03,1.022e+04,3.838e+04
148.8,1.941e+04,6.621e+03,8.842e+03,3.488e+04
150.3,1.625e+04,6.393e+03,7.689e+03,3.033e+04
151.9,1.576e+04,8.662e+03,7.570e+03,3.199e+04
153.4,1.628e+04,1.109e+04,8.686e+03,3.605e+04
155.0,1.824e+04,1.172e+04,1.046e+04,4.042e+04
156.5,1.951e+04,1.057e+04,1.106e+04,4.114e+04
158.1,1.936e+04,8.330e+03,1.135e+04,3.905e+04
159.6,1.695e+04,4.946e+03,1.003e+04,3.192e+04
161.2,1.180e+04,1.760e+03,6.709e+03,2.027e+04
162.7,1.013e+04,1.281e+03,5.662e+03,1.707e+04
164.3,1.214e+04,2.437e+03,6.809e+03,2.138e+04
165.8,1.318e+04,4.208e+03,7.378e+03,2.477e+04
167.4,1.180e+04,5.326e+03,6.833e+03,2.395e+04
168.9,9.646e+03,5.293e+03,5.916e+03,2.085e+04
170.5,8.451e+03,4.648e+03,5.518e+03,1.862e+04
172.0,8.352e+03,4.175e+03,5.711e+03,1.824e+04
173.6,8.877e+03,3.883e+03,6.255e+03,1.902e+04
175.1,9.061e+03,3.597e+03,6.308e+03,1.897e+04
176.7,8.657e+03,3.407e+03,6.085e+03,1.815e+04
178.2,7.583e+03,3.531e+03,5.518e+03,1.663e+04
179.8,6.863e+03,3.960e+03,5.142e+03,1.596e+04
181.3,6.178e+03,3.915e+03,4.711e+03,1.480e+04
182.9,4.270e+03,3.324e+03,3.377e+03,1.097e+04
184.4,2.321e+03,3.051e+03,1.985e+03,7.357e+03
186.0,1.765e+03,3.159e+03,1.453e+03,6.378e+03
187.5,1.961e+03,3.419e+03,1.530e+03,6.909e+03
189.1,2.253e+03,3.804e+03,1.690e+03,7.747e+03
190.6,2.656e+03,4.805e+03,1.978e+03,9.440e+03
192.2,3.629e+03,5.960e+03,2.588e+03,1.218e+04
193.7,4.734e+03,7.230e+03,3.233e+03,1.520e+04
195.3,5.710e+03,8.329e+03,3.927e+03,1.797e+04
196.8,6.184e+03,8.835e+03,4.269e+03,1.929e+04
198.4,5.919e+03,8.769e+03,3.871e+03,1.856e+04
199.9,5.194e+03,8.271e+03,3.237e+03,1.670e+04
