freq,psd_x,psd_y,psd_z,psd_xyz
80.7,8.333e+04,4.753e+04,1.033e+04,1.412e+05
82.2,7.397e+04,5.089e+04,1.245e+04,1.373e+05
83.8,6.512e+04,4.379e+04,1.240e+04,1.213e+05
85.3,5.886e+04,3.274e+04,1.037e+04,1.020e+05
86.9,5.301e+04,2.453e+04,8.100e+03,8.565e+04
88.4,4.718e+04,2.170e+04,6.557e+03,7.544e+04
90.0,4.238e+04,2.307e+04,5.650e+03,7.110e+04
91.5,3.820e+04,2.438e+04,5.356e+03,6.794e+04
93.1,3.369e+04,2.168e+04,5.009e+03,6.037e+04
94.6,2.980e+04,1.735e+04,4.433e+03,5.158e+04
96.2,2.647e+04,1.305e+04,3.844e+03,4.336e+04
97.7,2.352e+04,1.127e+04,3.336e+03,3.813e+04
99.3,2.012e+04,9.950e+03,2.561e+03,3.263e+04
100.8,1.633e+04,8.811e+03,1.857e+03,2.700e+04
102.4,1.334e+04,8.035e+03,1.819e+03,2.319e+04
103.9,1.114e+04,7.178e+03,1.900e+03,2.022e+04
105.5,9.892e+03,6.737e+03,1.887e+03,1.852e+04
107.0,9.100e+03,6.365e+03,1.738e+03,1.720e+04
108.6,8.096e+03,6.419e+03,1.691e+03,1.621e+04
110.2,7.225e+03,6.418e+03,1.792e+03,1.544e+04
111.7,6.216e+03,6.495e+03,1.638e+03,1.435e+04
113.3,4.998e+03,9.890e+03,1.619e+03,1.651e+04
114.8,4.673e+03,2.100e+04,2.552e+03,2.822e+04
116.4,4.846e+03,3.405e+04,3.642e+03,4.254e+04
117.9,5.730e+03,4.454e+04,5.177e+03,5.545e+04
119.5,7.179e+03,5.323e+04,7.421e+03,6.783e+04
121.0,9.242e+03,5.800e+04,1.080e+04,7.803e+04
122.6,1.124e+04,6.114e+04,1.573e+04,8.811e+04
124.1,1.318e+04,6.396e+04,2.026e+04,9.740e+04
125.7,1.530e+04,6.764e+04,2.423e+04,1.072e+05
127.2,1.724e+04,6.933e+04,2.638e+04,1.129e+05
128.8,1.988e+04,7.582e+04,2.793e+04,1.236e+05
130.3,2.278e+04,8.794e+04,2.959e+04,1.403e+05
131.9,2.529e+04,9.180e+04,2.625e+04,1.433e+05
133.4,2.815e+04,7.778e+04,1.721e+04,1.231e+05
135.0,3.191e+04,6.906e+04,1.327e+04,1.142e+05
136.5,3.858e+04,7.351e+04,1.611e+04,1.282e+05
138.1,4.857e+04,8.157e+04,2.047e+04,1.506e+05
139.6,6.106e+04,9.130e+04,2.617e+04,1.785e+05
141.2,7.798e+04,9.478e+04,3.342e+04,2.062e+05
142.7,9.306e+04,9.202e+04,4.023e+04,2.253e+05
144.3,1.039e+05,9.191e+04,4.686e+04,2.427e+05
145.8,1.116e+05,9.156e+04,5.294e+04,2.561e+05
147.4,1.158e+05,8.731e+04,5.789e+04,2.610e+05
148.9,1.193e+05,8.015e+04,6.287e+04,2.623e+05
150.5,1.306e+05,7.325e+04,7.055e+04,2.744e+05
152.0,1.423e+05,6.569e+04,7.751e+04,2.855e+05
153.6,1.588e+05,6.098e+04,8.707e+04,3.069e+05
155.1,1.801e+05,6.095e+04,1.008e+05,3.419e+05
156.7,2.042e+05,6.150e+04,1.144e+05,3.801e+05
158.2,2.396e+05,6.525e+04,1.343e+05,4.391e+05
159.8,2.804e+05,7.173e+04,1.576e+05,5.097e+05
161.3,3.142e+05,7.732e+04,1.795e+05,5.711e+05
162.9,3.258e+05,7.591e+04,1.836e+05,5.853e+05
164.5,3.184e+05,7.203e+04,1.769e+05,5.674e+05
166.0,3.123e+05,6.811e+04,1.707e+05,5.511e+05
167.6,2.790e+05,6.515e+04,1.571e+05,5.013e+05
169.1,2.327e+05,6.273e+04,1.401e+05,4.356e+05
170.7,1.995e+05,6.066e+04,1.268e+05,3.870e+05
172.2,1.907e+05,6.207e+04,1.247e+05,3.775e+05
173.8,1.897e+05,6.461e+04,1.272e+05,3.816e+05
175.3,1.525e+05,5.613e+04,1.071e+05,3.157e+05
176.9,1.161e+05,4.652e+04,8.432e+04,2.469e+05
178.4,8.384e+04,3.699e+04,6.293e+04,1.838e+05
180.0,6.268e+04,2.843e+04,4.769e+04,1.388e+05
181.5,5.187e+04,2.256e+04,3.830e+04,1.127e+05
183.1,4.380e+04,1.800e+04,3.109e+04,9.288e+04
184.6,3.532e+04,1.368e+04,2.430e+04,7.330e+04
186.2,2.650e+04,1.004e+04,1.791e+04,5.446e+04
187.7,1.977e+04,7.353e+03,1.305e+04,4.017e+04
189.3,1.427e+04,5.428e+03,9.318e+03,2.901e+04
190.8,1.086e+04,4.550e+03,7.360e+03,2.277e+04
192.4,9.658e+03,3.983e+03,6.546e+03,2.019e+04
193.9,1.066e+04,3.825e+03,6.626e+03,2.111e+04
195.5,1.160e+04,3.719e+03,6.864e+03,2.219e+04
197.0,1.265e+04,3.839e+03,7.547e+03,2.404e+04
198.6,1.442e+04,4.438e+03,8.703e+03,2.756e+04
